,Id,parcel_id,ms_subclass,zoning,lot_frontage,lot_sq_ft,paved_street,alley,lot_shape,flatness,utilities,lot_config,land_slope,neighborhood,proximity_1,proximity_2,style,quality_rating,condition_rating,year_built,year_renovation,roof_style,roof_material,exterior_1,exterior_2,masonry_type,masonry_area,exterior_quality,exterior_condition,foundation_type,basement_height,basement_condition,basement_exposure,basement_finished_condition,basement_2_condition,unfinished_basement_sqft,total_basement_sqft,heating_type,heating_quality,has_central_air,electrical,low_quality_sqft,living_area_sqft,bedrooms,kitchens,kitchen_quality,total_rooms(non-bath_or_basement),fireplaces,fireplace_quality,garage_type,garage_year,garage_finish,garage_size,garage_sqft,garage_quality,garage_condition,has_paved_driveway,deck_sqft,open_porch_sqft,enclosed_porch_sqft,seasonal_porch_sqft,screen_porch_sqft,pool_size,pool_quality,fence_quality,misc_feature,misc_value,month_sold,year_sold,sale_type,SalePrice,baths,finished_basement_sqft,home_age,newly_renovated,basement_none,basement_unfinished,functionality_salvage_only,functionality_severely_damaged,functionality_typical,building_type_single_family,building_type_townhouse_end_unit,building_type_townhouse_inside_unit,building_type_two_family_conversion
811,1448,907202160,80,RL,0.0,10970,1,0,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,0.0,940.0,GasA,TA,1,SBrkr,0,1026,3,1,TA,5,0,0,Detchd,1981.0,Unf,2.0,576.0,TA,Fa,1,0,0,34,0,0,0,0,MnPrv,0,0,10,2008,WD ,147000,2.0,940.0,30,0,0,0,0,0,1,1,0,0,0
812,871,907275090,20,RL,73.0,11883,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,814.0,1504.0,GasA,Ex,1,SBrkr,0,1504,3,1,Gd,6,1,TA,Attchd,1996.0,Fin,2.0,478.0,TA,TA,1,115,66,0,0,0,0,0,0,0,0,6,2009,WD ,203000,3.0,690.0,13,0,0,0,0,0,1,1,0,0,0
813,142,535152150,20,RL,70.0,10552,1,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,380.0,1398.0,GasA,Gd,1,SBrkr,0,1700,4,1,Gd,6,1,Gd,Attchd,1959.0,RFn,2.0,447.0,TA,TA,1,0,38,0,0,0,0,0,0,0,0,4,2010,WD ,165500,2.0,1018.0,51,0,0,0,0,0,1,1,0,0,0
814,1515,909101060,30,RL,45.0,8248,1,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,823.0,864.0,GasA,TA,0,FuseF,0,864,2,1,TA,5,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,9,2008,WD ,67000,2.0,41.0,94,0,0,0,0,0,1,1,0,0,0
815,1970,535476360,60,RL,80.0,9760,1,0,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,TA,TA,Gd,BLQ,Rec,169.0,822.0,GasA,Gd,1,SBrkr,0,1851,3,1,Gd,7,1,Fa,Attchd,1964.0,RFn,2.0,440.0,TA,TA,1,239,42,0,0,0,0,0,MnWw,0,0,7,2007,WD ,187000,2.5,653.0,43,0,0,0,0,0,1,1,0,0,0
816,572,533221040,160,FV,34.0,2998,1,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,249.0,756.0,GasA,Ex,1,SBrkr,0,1512,2,1,Gd,4,0,0,Detchd,2000.0,Unf,2.0,440.0,TA,TA,1,0,32,0,0,0,0,0,0,0,0,8,2009,WD ,180000,3.5,507.0,9,0,0,0,0,0,1,0,1,0,0
817,2200,909251040,50,RL,51.0,6821,1,0,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,538.0,651.0,GasA,Gd,1,SBrkr,0,1298,2,1,TA,8,1,Gd,Detchd,1994.0,Unf,1.0,240.0,TA,TA,1,216,0,168,0,0,0,0,0,0,0,8,2007,WD ,146500,2.0,113.0,86,0,0,0,0,0,1,1,0,0,0
818,2147,907252190,20,RL,0.0,11354,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,Gd,GLQ,Unf,261.0,1673.0,GasA,Ex,1,SBrkr,0,1673,3,1,Gd,7,1,TA,Attchd,2000.0,RFn,2.0,583.0,TA,TA,1,306,113,0,0,116,0,0,0,0,0,1,2007,WD ,270000,3.0,1412.0,7,0,0,0,0,0,1,1,0,0,0
819,249,906225210,85,RL,73.0,9069,1,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,189.0,936.0,GasA,Ex,1,SBrkr,0,996,2,1,Gd,5,0,0,Attchd,1992.0,Unf,2.0,564.0,TA,TA,1,120,0,0,0,0,0,0,0,0,0,4,2010,WD ,147000,2.0,747.0,18,0,0,0,0,0,1,1,0,0,0
820,162,535450210,50,RL,60.0,8064,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,161.0,816.0,GasA,TA,1,SBrkr,0,1224,3,1,TA,5,0,0,Detchd,1950.0,Unf,1.0,280.0,TA,TA,1,414,0,0,0,0,0,0,GdWo,0,0,5,2010,WD ,132000,2.0,655.0,62,0,0,0,0,0,1,1,0,0,0
821,664,535383070,50,RL,90.0,5400,1,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,Rec,420.0,840.0,GasA,Ex,1,SBrkr,0,1374,2,1,TA,6,0,0,Detchd,1967.0,Fin,1.0,338.0,TA,TA,1,0,0,198,0,0,0,0,0,0,0,10,2009,WD ,105000,1.0,420.0,89,0,0,0,0,0,1,1,0,0,0
822,1516,909101180,190,RL,55.0,5687,1,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,Unf,570.0,780.0,GasA,Ex,0,SBrkr,0,1716,6,1,Fa,9,0,0,0,0.0,0,0.0,0.0,0,0,0,0,184,0,0,0,0,0,0,0,0,3,2008,WD ,135900,3.0,210.0,96,0,0,0,0,0,1,0,0,0,1
823,16,527216070,60,RL,47.0,53504,1,0,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,234.0,1650.0,GasA,Ex,1,SBrkr,0,3279,4,1,Ex,12,1,Gd,BuiltIn,2003.0,Fin,3.0,841.0,TA,TA,1,503,36,0,0,210,0,0,0,0,0,6,2010,WD ,538000,4.5,1416.0,7,0,0,0,0,0,0,1,0,0,0
824,1808,531363040,20,RL,63.0,7500,1,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1143.0,1143.0,GasA,Ex,1,SBrkr,0,1143,3,1,Gd,5,0,0,0,0.0,0,0.0,0.0,0,0,1,0,55,0,0,0,0,0,0,0,0,10,2007,WD ,147000,1.5,0.0,1,0,0,1,0,0,1,1,0,0,0
825,425,528106070,20,RL,108.0,13173,1,0,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,80.0,1652.0,GasA,Ex,1,SBrkr,0,1652,2,1,Ex,6,2,Ex,Attchd,2006.0,Fin,2.0,840.0,TA,TA,1,404,102,0,0,0,0,0,0,0,0,11,2009,WD ,325000,3.0,1572.0,3,0,0,0,0,0,1,1,0,0,0
826,1372,904100020,20,RL,82.0,9488,1,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,1046.0,1046.0,GasA,Gd,0,SBrkr,0,1054,3,1,TA,6,0,0,Detchd,1947.0,Unf,1.0,240.0,TA,TA,1,0,60,122,0,0,0,0,0,0,0,9,2008,WD ,124000,1.0,0.0,61,0,0,1,0,0,1,1,0,0,0
827,2495,532378070,20,RL,0.0,13526,1,0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,0.0,935.0,GasA,TA,1,SBrkr,0,935,3,1,TA,5,0,0,Attchd,1965.0,Unf,1.0,288.0,TA,TA,1,180,0,0,0,0,0,0,MnPrv,0,0,11,2006,WD ,137000,2.0,935.0,41,0,0,0,0,0,1,1,0,0,0
828,661,535381040,50,RL,60.0,10410,1,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1313.0,1313.0,GasA,TA,1,SBrkr,1064,2377,3,1,Gd,8,1,TA,Detchd,1954.0,Unf,2.0,528.0,TA,TA,1,0,0,432,0,0,0,0,0,0,0,6,2009,WD ,142900,2.0,0.0,94,0,0,1,0,0,0,1,0,0,0
829,1301,902201140,20,RM,100.0,12000,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,ALQ,172.0,924.0,GasA,Ex,1,SBrkr,0,1122,2,1,Gd,6,0,0,Attchd,1948.0,Unf,2.0,528.0,TA,TA,1,0,36,0,0,0,0,0,GdWo,0,0,5,2008,WD ,147000,2.0,752.0,60,0,0,0,0,0,1,1,0,0,0
830,396,527404020,20,RL,0.0,7830,1,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1180.0,1180.0,GasA,TA,1,SBrkr,0,1180,2,1,TA,6,0,0,Attchd,1970.0,RFn,2.0,477.0,TA,TA,1,0,45,0,0,0,0,0,0,0,0,3,2009,COD,128000,1.5,0.0,39,0,0,1,0,0,1,1,0,0,0
831,2663,902328100,75,RM,65.0,8850,1,0,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,815.0,815.0,GasA,Ex,1,SBrkr,0,1690,3,1,TA,7,1,Gd,Detchd,1916.0,Unf,1.0,225.0,TA,TA,1,0,0,330,0,0,0,0,0,0,0,7,2006,ConLw,144000,1.0,0.0,90,0,0,1,0,0,1,1,0,0,0
832,50,528181050,120,RL,41.0,7132,1,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1346.0,1370.0,GasA,Ex,1,SBrkr,0,1370,2,1,Gd,6,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,1,120,49,0,0,0,0,0,0,0,0,4,2010,WD ,205000,2.0,24.0,4,0,0,0,0,0,1,0,1,0,0
833,886,908102270,20,RL,75.0,9937,1,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,Unf,849.0,1486.0,GasA,Ex,1,SBrkr,0,1486,3,1,TA,7,0,0,Detchd,1968.0,Fin,2.0,480.0,TA,TA,1,0,0,0,0,0,0,0,MnPrv,0,0,3,2009,WD ,167000,2.0,637.0,45,0,0,0,0,0,1,1,0,0,0
834,696,902103170,50,RM,52.0,5720,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,676.0,676.0,GasA,Ex,1,SBrkr,0,1131,3,1,TA,5,0,0,Detchd,1941.0,Unf,1.0,200.0,TA,TA,1,26,0,0,0,0,0,0,0,0,0,8,2009,WD ,66500,1.5,0.0,68,0,0,1,0,0,1,1,0,0,0
835,2454,528366040,60,RL,0.0,12585,1,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,0.0,1286.0,GasA,Ex,1,SBrkr,0,2799,3,1,Gd,8,1,TA,Attchd,1993.0,Fin,3.0,704.0,TA,TA,1,432,136,0,0,0,0,0,0,0,0,10,2006,WD ,315000,3.5,1286.0,13,0,0,0,0,0,1,1,0,0,0
836,2106,906380140,60,RL,85.0,11103,1,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,728.0,728.0,GasA,Ex,1,SBrkr,0,1456,3,1,Gd,8,1,TA,Attchd,2006.0,Fin,2.0,440.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,7,2007,New,155835,2.5,0.0,1,0,0,1,0,0,1,1,0,0,0
837,353,527146010,120,RL,57.0,8013,1,0,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,846.0,1587.0,GasA,Ex,1,SBrkr,0,1734,2,1,Gd,6,0,0,Attchd,1995.0,RFn,2.0,528.0,TA,TA,1,52,50,0,0,0,0,0,0,0,0,9,2009,WD ,239500,3.0,741.0,14,0,0,0,0,0,1,0,1,0,0
838,441,528120170,20,RL,77.0,10872,1,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,Gd,TA,PConc,Ex,Gd,Av,GLQ,Unf,467.0,1504.0,GasA,Ex,1,SBrkr,0,1531,2,1,Ex,6,1,Gd,Attchd,2006.0,Fin,3.0,700.0,TA,TA,1,184,52,0,0,0,0,0,0,0,0,2,2009,WD ,300000,3.0,1037.0,3,0,0,0,0,0,1,1,0,0,0
839,2270,916455150,20,RL,80.0,11305,1,0,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,593.0,1922.0,GasA,Ex,1,SBrkr,0,1922,2,1,Gd,6,1,Ex,Attchd,2002.0,Fin,3.0,692.0,TA,TA,1,201,64,0,0,0,0,0,0,0,0,4,2007,WD ,282000,3.0,1329.0,5,0,0,0,0,0,1,1,0,0,0
840,1924,535177020,20,RL,70.0,9100,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1144.0,1144.0,GasA,TA,1,SBrkr,0,1144,3,1,TA,6,1,Gd,Attchd,1960.0,RFn,1.0,336.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,6,2007,WD ,120000,1.0,0.0,47,0,0,1,0,0,1,1,0,0,0
841,1402,905401045,20,RL,73.0,39104,1,0,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,96.0,1385.0,GasA,Ex,1,SBrkr,0,1363,2,1,TA,5,2,TA,Attchd,1954.0,Unf,2.0,439.0,TA,TA,1,81,0,0,0,0,0,0,0,0,0,4,2008,WD ,241500,2.0,1289.0,54,0,0,0,0,0,0,1,0,0,0
842,1070,528180110,120,RL,58.0,10110,1,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,Ex,TA,PConc,Gd,TA,No,GLQ,Unf,1486.0,1858.0,GasA,Ex,1,SBrkr,0,1866,2,1,Ex,7,1,Gd,Attchd,2008.0,Fin,3.0,870.0,TA,TA,1,0,48,0,0,0,0,0,0,0,0,11,2008,New,336860,3.0,372.0,0,0,0,0,0,0,1,0,1,0,0
843,2696,903456060,30,RM,60.0,9786,1,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,1007.0,1007.0,GasA,Fa,0,SBrkr,0,1077,3,1,TA,6,1,Gd,Detchd,1922.0,Unf,1.0,210.0,TA,Fa,1,0,100,48,0,0,0,0,0,0,0,5,2006,WD ,91000,1.0,0.0,84,0,0,1,0,0,1,1,0,0,0
844,1840,533208030,120,FV,30.0,5330,1,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1550.0,1550.0,GasA,Ex,1,SBrkr,0,1550,2,1,Gd,5,0,0,Attchd,2007.0,Fin,2.0,528.0,TA,TA,1,0,102,0,0,0,0,0,0,0,0,7,2007,New,207500,2.5,0.0,1,0,0,1,0,0,1,0,1,0,0
845,1562,911370520,120,RM,44.0,3811,1,0,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,120.0,1594.0,GasA,Ex,1,SBrkr,0,1646,2,1,Ex,5,1,Gd,Attchd,2004.0,Fin,2.0,482.0,TA,TA,1,128,53,0,0,155,0,0,0,0,0,7,2008,WD ,250000,3.5,1474.0,4,0,0,0,0,0,1,0,1,0,0
846,2426,528228545,120,RL,43.0,3010,1,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1232.0,1248.0,GasA,Ex,1,SBrkr,0,1248,2,1,Gd,5,0,0,Attchd,2005.0,Fin,2.0,438.0,TA,TA,1,108,0,0,0,0,0,0,0,0,0,3,2006,New,167240,2.0,16.0,1,0,0,0,0,0,1,0,1,0,0
847,1162,533208140,120,FV,37.0,3435,1,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1211.0,1235.0,GasA,Ex,1,SBrkr,0,1245,1,1,Gd,5,0,0,Attchd,2004.0,RFn,2.0,495.0,TA,TA,1,0,100,0,0,0,0,0,0,0,0,6,2008,WD ,178000,2.0,24.0,4,0,0,0,0,0,1,0,1,0,0
848,1874,534178010,20,RL,80.0,10800,1,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,171.0,1052.0,GasA,TA,1,SBrkr,0,1052,3,1,TA,6,0,0,Attchd,1963.0,Fin,1.0,311.0,TA,TA,1,0,133,0,0,0,0,0,0,0,0,2,2007,COD,127000,2.0,881.0,44,0,0,0,0,0,1,1,0,0,0
849,111,534129040,20,RL,0.0,10456,1,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1323.0,1829.0,GasA,Gd,1,SBrkr,0,1829,4,1,TA,8,0,0,Attchd,1967.0,RFn,2.0,535.0,TA,TA,1,0,76,0,0,0,0,0,0,0,0,5,2010,WD ,218500,3.0,506.0,43,0,0,0,0,0,1,1,0,0,0
850,1207,534277070,20,RL,0.0,8475,1,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,724.0,952.0,GasA,Ex,1,FuseA,0,952,2,1,TA,4,0,0,Detchd,1956.0,Unf,1.0,283.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,4,2008,WD ,135750,1.0,228.0,52,0,0,0,0,0,1,1,0,0,0
851,140,535152050,20,RL,70.0,8197,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,292.0,1480.0,GasA,Ex,1,SBrkr,0,1480,3,1,Gd,7,0,0,Attchd,2003.0,RFn,2.0,620.0,TA,TA,1,252,73,0,0,0,0,0,MnPrv,Shed,300,2,2010,WD ,214000,3.0,1188.0,7,0,0,0,0,0,1,1,0,0,0
852,545,531382070,20,RL,88.0,10994,1,0,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,868.0,1844.0,GasA,Ex,1,SBrkr,0,1844,2,1,Gd,7,1,Gd,Attchd,2005.0,Fin,2.0,620.0,TA,TA,1,165,44,0,0,0,0,0,0,0,0,9,2009,COD,257000,3.0,976.0,4,0,0,0,0,0,1,1,0,0,0
853,1338,903228040,50,RM,50.0,6000,1,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,LwQ,462.0,825.0,GasA,Ex,1,SBrkr,0,1497,3,1,TA,5,0,0,Detchd,2004.0,Unf,1.0,672.0,TA,TA,1,272,0,0,0,0,0,0,GdPrv,0,0,5,2008,WD ,157000,2.0,363.0,71,0,0,0,0,0,1,1,0,0,0
854,2873,910200020,30,RM,50.0,7288,1,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Story,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,671.0,976.0,GasA,TA,0,SBrkr,0,976,2,1,TA,5,0,0,Detchd,1942.0,Unf,1.0,215.0,TA,TA,0,160,0,0,0,0,0,0,0,0,0,8,2006,WD ,102000,2.0,305.0,64,0,0,0,0,0,1,1,0,0,0
855,924,909277100,30,RL,80.0,13360,1,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,163.0,876.0,GasA,Ex,1,SBrkr,0,964,2,1,TA,5,0,0,Detchd,1921.0,Unf,2.0,432.0,TA,TA,1,0,0,44,0,0,0,0,0,0,0,8,2009,WD ,163500,2.0,713.0,88,0,0,0,0,0,1,1,0,0,0
856,844,907180130,20,RL,78.0,10335,1,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,811.0,1490.0,GasA,Ex,1,SBrkr,0,1501,3,1,Gd,6,0,0,Attchd,1999.0,RFn,2.0,577.0,TA,TA,1,144,29,0,0,0,0,0,0,0,0,6,2009,WD ,204000,3.0,679.0,10,0,0,0,0,0,1,1,0,0,0
857,901,908275110,20,RL,70.0,11767,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,604.0,1150.0,GasA,Ex,1,SBrkr,0,1560,2,1,TA,7,1,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,5,2009,WD ,103500,1.0,546.0,53,0,0,0,0,0,0,1,0,0,0
858,2195,909176080,190,RH,60.0,10896,1,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,Unf,1184.0,1440.0,GasA,Ex,1,FuseA,515,3395,8,2,Fa,14,0,0,0,0.0,0,0.0,0.0,0,0,0,0,110,0,0,0,0,0,0,0,0,3,2007,WD ,200000,2.0,256.0,93,0,0,0,0,0,1,0,0,0,1
859,2081,905475270,20,RL,60.0,5400,1,0,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,411.0,864.0,GasA,TA,1,SBrkr,0,864,3,1,TA,6,0,0,Attchd,1958.0,Unf,1.0,399.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,5,2007,WD ,118000,1.5,453.0,49,0,0,0,0,0,1,1,0,0,0
